Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to parallel pool with 8 workers.
2024-01-05_12:26:30:483 pEMG_processing started
2024-01-05_12:26:30:568 pEMG_save started
2024-01-05_12:26:34:052 pEMG_worker started
2024-01-05_12:26:34:237 pEEG_save started
2024-01-05_12:26:36:292 pEEG_processing started
2024-01-05_12:26:38:569 pEEG_worker started
2024-01-05_12:26:38:570 All processes started
2024-01-05_12:26:34:060 EMG Worker checking for start
2024-01-05_12:26:38:577 EMG Worker start command receieved
2024-01-05_12:26:38:577 EEG Save, receieved start command
2024-01-05_12:26:52:926 EMG Worker, scans read: 6900
2024-01-05_12:26:52:927 EMG Worker, scans read: 6900
2024-01-05_12:26:52:929 EMG Worker, scans read: 6900
2024-01-05_12:26:52:930 EMG Worker, scans read: 6900
2024-01-05_12:26:52:931 EMG Worker, scans read: 6900
2024-01-05_12:26:52:933 EMG Worker, scans read: 6900
2024-01-05_12:26:52:934 EMG Worker, scans read: 6900
2024-01-05_12:26:52:936 EMG Worker, scans read: 6900
2024-01-05_12:26:52:938 EMG Worker, scans read: 6900
2024-01-05_12:26:52:940 EMG Worker, scans read: 6900
2024-01-05_12:26:52:942 EMG Worker, scans read: 6900
2024-01-05_12:26:52:944 EMG Worker, scans read: 6900
2024-01-05_12:26:52:946 EMG Worker, scans read: 6900
2024-01-05_12:26:52:948 EMG Worker, scans read: 6900
2024-01-05_12:26:52:950 EMG Worker, scans read: 6900
2024-01-05_12:26:52:952 EMG Worker, scans read: 6900
2024-01-05_12:26:52:955 EMG Worker, scans read: 6900
2024-01-05_12:26:52:957 EMG Worker, scans read: 6900
2024-01-05_12:26:52:959 EMG Worker, scans read: 6900
2024-01-05_12:26:52:961 EMG Worker, scans read: 6900
2024-01-05_12:26:52:963 EMG Worker, scans read: 6900
2024-01-05_12:26:52:965 EMG Worker, scans read: 6900
2024-01-05_12:26:52:967 EMG Worker, scans read: 6900
2024-01-05_12:26:52:969 EMG Worker, scans read: 6900
2024-01-05_12:26:52:971 EMG Worker, scans read: 6900
2024-01-05_12:26:52:973 EMG Worker, scans read: 6900
2024-01-05_12:26:52:975 EMG Worker, scans read: 6900
2024-01-05_12:26:52:977 EMG Worker, scans read: 6900
2024-01-05_12:26:52:979 EMG Worker, scans read: 6900
2024-01-05_12:26:52:981 EMG Worker, scans read: 6900
2024-01-05_12:26:52:983 EMG Worker, scans read: 6900
2024-01-05_12:26:52:985 EMG Worker, scans read: 6900
2024-01-05_12:26:52:986 EMG Worker, scans read: 6900
2024-01-05_12:26:52:987 EMG Worker, scans read: 6900
2024-01-05_12:26:52:989 EMG Worker, scans read: 6900
2024-01-05_12:26:52:990 EMG Worker, scans read: 6900
2024-01-05_12:26:52:991 EMG Worker, scans read: 6900
2024-01-05_12:26:52:993 EMG Worker, scans read: 6900
2024-01-05_12:26:52:994 EMG Worker, scans read: 6900
2024-01-05_12:26:52:995 EMG Worker, scans read: 6900
2024-01-05_12:26:52:997 EMG Worker, scans read: 6900
2024-01-05_12:26:52:998 EMG Worker, scans read: 6900
2024-01-05_12:26:53:001 EMG Worker, scans read: 6900
2024-01-05_12:26:53:002 EMG Worker, scans read: 6900
2024-01-05_12:26:53:004 EMG Worker, scans read: 6900
2024-01-05_12:26:53:005 EMG Worker, scans read: 6900
2024-01-05_12:26:53:006 EMG Worker, scans read: 6900
2024-01-05_12:26:53:008 EMG Worker, scans read: 6900
2024-01-05_12:26:53:009 EMG Worker, scans read: 6900
2024-01-05_12:26:53:011 EMG Worker, scans read: 6900
2024-01-05_12:26:53:012 EMG Worker, scans read: 6900
2024-01-05_12:26:53:013 EMG Worker, scans read: 6900
2024-01-05_12:26:53:015 EMG Worker, scans read: 6900
2024-01-05_12:26:53:017 EMG Worker, scans read: 6900
2024-01-05_12:26:53:019 EMG Worker, scans read: 6900
2024-01-05_12:26:53:020 EMG Worker, scans read: 6900
2024-01-05_12:26:53:022 EMG Worker, scans read: 6900
2024-01-05_12:26:53:023 EMG Worker, scans read: 6900
2024-01-05_12:26:53:025 EMG Worker, scans read: 6900
2024-01-05_12:26:53:026 EMG Worker, scans read: 6900
2024-01-05_12:26:53:027 EMG Worker, scans read: 6900
2024-01-05_12:26:53:029 EMG Worker, scans read: 6900
2024-01-05_12:26:53:031 EMG Worker, scans read: 6900
2024-01-05_12:26:53:033 EMG Worker, scans read: 6900
2024-01-05_12:26:53:036 EMG Worker, scans read: 6900
2024-01-05_12:26:53:038 EMG Worker, scans read: 6900
2024-01-05_12:26:53:040 EMG Worker, scans read: 6900
2024-01-05_12:26:53:042 EMG Worker, scans read: 6900
2024-01-05_12:26:53:045 EMG Worker, scans read: 6900
2024-01-05_12:26:53:047 EMG Worker, scans read: 6900
2024-01-05_12:26:53:050 EMG Worker, scans read: 6900
2024-01-05_12:26:53:052 EMG Worker, scans read: 6900
2024-01-05_12:26:53:053 EMG Worker, scans read: 6900
2024-01-05_12:26:53:055 EMG Worker, scans read: 6900
2024-01-05_12:26:53:056 EMG Worker, scans read: 6900
2024-01-05_12:26:53:058 EMG Worker, scans read: 6900
2024-01-05_12:26:53:059 EMG Worker, scans read: 6900
2024-01-05_12:26:53:061 EMG Worker, scans read: 6900
2024-01-05_12:26:53:064 EMG Worker, scans read: 6900
2024-01-05_12:26:53:066 EMG Worker, scans read: 6900
2024-01-05_12:26:53:068 EMG Worker, scans read: 6900
2024-01-05_12:26:53:070 EMG Worker, scans read: 6900
2024-01-05_12:26:53:072 EMG Worker, scans read: 6900
2024-01-05_12:26:53:074 EMG Worker, scans read: 6900
2024-01-05_12:26:53:075 EMG Worker, scans read: 6900
2024-01-05_12:26:53:077 EMG Worker, scans read: 6900
2024-01-05_12:26:53:080 EMG Worker, scans read: 6900
2024-01-05_12:26:53:082 EMG Worker, scans read: 6900
2024-01-05_12:26:53:085 EMG Worker, scans read: 6900
2024-01-05_12:26:53:088 EMG Worker, scans read: 6900
2024-01-05_12:26:53:090 EMG Worker, scans read: 6900
2024-01-05_12:26:53:093 EMG Worker, scans read: 6900
2024-01-05_12:26:53:095 EMG Worker, scans read: 6900
2024-01-05_12:26:53:097 EMG Worker, scans read: 6900
2024-01-05_12:26:53:099 EMG Worker, scans read: 6900
2024-01-05_12:26:53:101 EMG Worker, scans read: 6900
2024-01-05_12:26:53:102 EMG Worker, scans read: 6900
2024-01-05_12:26:53:105 EMG Worker, scans read: 6900
2024-01-05_12:26:53:108 EMG Worker, scans read: 6900
2024-01-05_12:26:53:111 EMG Worker, scans read: 6900
2024-01-05_12:26:53:114 EMG Worker, scans read: 6900
2024-01-05_12:26:53:117 EMG Worker, scans read: 6900
2024-01-05_12:26:53:119 EMG Worker, scans read: 6900
2024-01-05_12:26:53:122 EMG Worker, scans read: 6900
2024-01-05_12:26:53:125 EMG Worker, scans read: 6900
2024-01-05_12:26:53:127 EMG Worker, scans read: 6900
2024-01-05_12:26:53:129 EMG Worker, scans read: 6900
2024-01-05_12:26:53:131 EMG Worker, scans read: 6900
2024-01-05_12:26:53:133 EMG Worker, scans read: 6900
2024-01-05_12:26:53:136 EMG Worker, scans read: 6900
2024-01-05_12:26:53:139 EMG Worker, scans read: 6900
2024-01-05_12:26:53:141 EMG Worker, scans read: 6900
2024-01-05_12:26:53:143 EMG Worker, scans read: 6900
2024-01-05_12:26:53:145 EMG Worker, scans read: 6900
2024-01-05_12:26:53:147 EMG Worker, scans read: 6900
2024-01-05_12:26:53:148 EMG Worker, scans read: 6900
2024-01-05_12:26:53:150 EMG Worker, scans read: 6900
2024-01-05_12:26:53:152 EMG Worker, scans read: 6900
2024-01-05_12:26:53:153 EMG Worker, scans read: 6900
2024-01-05_12:26:53:157 EMG Worker, scans read: 6900
2024-01-05_12:26:53:159 EMG Worker, scans read: 6900
2024-01-05_12:26:53:162 EMG Worker, scans read: 6900
2024-01-05_12:26:53:165 EMG Worker, scans read: 6900
2024-01-05_12:26:53:168 EMG Worker, scans read: 6900
2024-01-05_12:26:53:170 EMG Worker, scans read: 6900
2024-01-05_12:26:53:173 EMG Worker, scans read: 6900
2024-01-05_12:26:53:175 EMG Worker, scans read: 6900
2024-01-05_12:26:53:177 EMG Worker, scans read: 6900
2024-01-05_12:26:53:180 EMG Worker, scans read: 6900
2024-01-05_12:26:53:182 EMG Worker, scans read: 6900
2024-01-05_12:26:53:184 EMG Worker, scans read: 6900
2024-01-05_12:26:53:187 EMG Worker, scans read: 6900
2024-01-05_12:26:53:190 EMG Worker, scans read: 6900
2024-01-05_12:26:53:192 EMG Worker, scans read: 6900
2024-01-05_12:26:53:195 EMG Worker, scans read: 6900
2024-01-05_12:26:53:197 EMG Worker, scans read: 6900
2024-01-05_12:26:53:200 EMG Worker, scans read: 6900
2024-01-05_12:26:53:203 EMG Worker, scans read: 6900
2024-01-05_12:26:53:205 EMG Worker, scans read: 6900
2024-01-05_12:26:53:208 EMG Worker, scans read: 6900
2024-01-05_12:26:53:210 EMG Worker, scans read: 6900
2024-01-05_12:26:53:212 EMG Worker, scans read: 6900
2024-01-05_12:26:53:214 EMG Worker, scans read: 6900
2024-01-05_12:26:53:216 EMG Worker, scans read: 6900
2024-01-05_12:26:53:219 EMG Worker, scans read: 6900
2024-01-05_12:26:53:220 EMG Worker, scans read: 6900
2024-01-05_12:26:53:222 EMG Worker, scans read: 6900
2024-01-05_12:26:53:223 EMG Worker, scans read: 6900
2024-01-05_12:26:53:225 EMG Worker, scans read: 6900
2024-01-05_12:26:53:226 EMG Worker, scans read: 6900
2024-01-05_12:26:53:228 EMG Worker, scans read: 6900
2024-01-05_12:26:53:229 EMG Worker, scans read: 6900
2024-01-05_12:26:53:231 EMG Worker, scans read: 6900
2024-01-05_12:26:53:232 EMG Worker, scans available for reading: 575
2024-01-05_12:26:53:235 EMG Worker, scans read: 6900
2024-01-05_12:26:53:235 EMG Response Time: 4.6481 ms
2024-01-05_12:26:53:237 EMG Worker, scans read: 6900
2024-01-05_12:26:53:240 EMG Worker, scans read: 6900
2024-01-05_12:26:53:242 EMG Worker, scans read: 6900
2024-01-05_12:26:53:244 EMG Worker, scans read: 6900
2024-01-05_12:26:53:246 EMG Worker, scans read: 6900
2024-01-05_12:26:53:248 EMG Worker, scans read: 6900
2024-01-05_12:26:53:251 EMG Worker, scans read: 6900
2024-01-05_12:26:53:253 EMG Worker, scans read: 6900
2024-01-05_12:26:53:256 EMG Worker, scans read: 6900
2024-01-05_12:26:53:258 EMG Worker, scans read: 6900
2024-01-05_12:26:53:261 EMG Worker, scans read: 6900
2024-01-05_12:26:53:263 EMG Worker, scans read: 6900
2024-01-05_12:26:53:265 EMG Worker, scans read: 6900
2024-01-05_12:26:53:267 EMG Worker, scans read: 6900
2024-01-05_12:26:53:269 EMG Worker, scans read: 6900
2024-01-05_12:26:53:271 EMG Worker, scans read: 6900
2024-01-05_12:26:53:273 EMG Worker, scans read: 6900
2024-01-05_12:26:53:275 EMG Worker, scans read: 6900
2024-01-05_12:26:53:276 EMG Worker, scans read: 6900
2024-01-05_12:26:53:278 EMG Worker, scans read: 6900
2024-01-05_12:26:53:280 EMG Worker, scans read: 6900
2024-01-05_12:26:53:282 EMG Worker, scans read: 6900
2024-01-05_12:26:53:285 EMG Worker, scans read: 6900
2024-01-05_12:26:53:287 EMG Worker, scans read: 6900
2024-01-05_12:26:53:290 EMG Worker, scans read: 6900
2024-01-05_12:26:53:291 EMG Worker, scans read: 6900
2024-01-05_12:26:53:293 EMG Worker, scans read: 6900
2024-01-05_12:26:53:295 EMG Worker, scans read: 6900
2024-01-05_12:26:53:296 EMG Worker, scans read: 6900
2024-01-05_12:26:53:298 EMG Worker, scans read: 6900
2024-01-05_12:26:53:299 EMG Worker, scans read: 6900
2024-01-05_12:26:53:301 EMG Worker, scans read: 6900
2024-01-05_12:26:53:303 EMG Worker, scans read: 6900
2024-01-05_12:26:53:304 EMG Worker, scans read: 6900
2024-01-05_12:26:53:306 EMG Worker, scans read: 6900
2024-01-05_12:26:53:307 EMG Worker, scans read: 6900
2024-01-05_12:26:53:310 EMG Worker, scans read: 6900
2024-01-05_12:26:53:312 EMG Worker, scans read: 6900
2024-01-05_12:26:53:314 EMG Worker, scans read: 6900
2024-01-05_12:26:53:317 EMG Worker, scans read: 6900
2024-01-05_12:26:53:319 EMG Worker, scans read: 6900
2024-01-05_12:26:53:321 EMG Worker, scans read: 6900
2024-01-05_12:26:53:323 EMG Worker, scans read: 6900
2024-01-05_12:26:53:325 EMG Worker, scans read: 6900
2024-01-05_12:26:53:327 EMG Worker, scans read: 6900
2024-01-05_12:26:53:329 EMG Worker, scans read: 6900
2024-01-05_12:26:53:330 EMG Worker, scans read: 6900
2024-01-05_12:26:53:331 EMG Worker, scans read: 6900
2024-01-05_12:26:53:333 EMG Worker, scans read: 6900
2024-01-05_12:26:53:334 EMG Worker, scans read: 6900
2024-01-05_12:26:53:336 EMG Worker, scans read: 6900
2024-01-05_12:26:53:337 EMG Worker, scans read: 6900
2024-01-05_12:26:53:339 EMG Worker, scans read: 6900
2024-01-05_12:26:53:340 EMG Worker, scans read: 6900
2024-01-05_12:26:53:342 EMG Worker, scans read: 6900
2024-01-05_12:26:53:344 EMG Worker, scans read: 6900
2024-01-05_12:26:53:346 EMG Worker, scans read: 6900
2024-01-05_12:26:53:348 EMG Worker, scans read: 6900
2024-01-05_12:26:53:351 EMG Worker, scans read: 6900
2024-01-05_12:26:53:353 EMG Worker, scans read: 6900
2024-01-05_12:26:53:355 EMG Worker, scans read: 6900
2024-01-05_12:26:53:357 EMG Worker, scans read: 6900
2024-01-05_12:26:53:359 EMG Worker, scans read: 6900
2024-01-05_12:26:53:361 EMG Worker, scans read: 6900
2024-01-05_12:26:53:363 EMG Worker, scans read: 6900
2024-01-05_12:26:53:365 EMG Worker, scans read: 6900
2024-01-05_12:26:53:366 EMG Worker, scans read: 6900
2024-01-05_12:26:53:368 EMG Worker, scans read: 6900
2024-01-05_12:26:53:369 EMG Worker, scans read: 6900
2024-01-05_12:26:53:371 EMG Worker, scans read: 6900
2024-01-05_12:26:53:373 EMG Worker, scans read: 6900
2024-01-05_12:26:53:375 EMG Worker, scans read: 6900
2024-01-05_12:26:53:376 EMG Worker, scans read: 6900
2024-01-05_12:26:53:378 EMG Worker, scans read: 6900
2024-01-05_12:26:53:379 EMG Worker, scans read: 6900
2024-01-05_12:26:53:381 EMG Worker, scans read: 6900
2024-01-05_12:26:53:382 EMG Worker, scans read: 6900
2024-01-05_12:26:53:384 EMG Worker, scans read: 6900
2024-01-05_12:26:53:385 EMG Worker, scans read: 6900
2024-01-05_12:26:53:387 EMG Worker, scans read: 6900
2024-01-05_12:26:53:389 EMG Worker, scans read: 6900
2024-01-05_12:26:53:391 EMG Worker, scans read: 6900
2024-01-05_12:26:53:393 EMG Worker, scans read: 6900
2024-01-05_12:26:53:395 EMG Worker, scans read: 6900
2024-01-05_12:26:53:397 EMG Worker, scans read: 6900
2024-01-05_12:26:53:400 EMG Worker, scans read: 6900
2024-01-05_12:26:53:402 EMG Worker, scans read: 6900
2024-01-05_12:26:53:404 EMG Worker, scans read: 6900
2024-01-05_12:26:53:406 EMG Worker, scans read: 6900
2024-01-05_12:26:53:407 EMG Worker, scans read: 6900
2024-01-05_12:26:53:409 EMG Worker, scans read: 6900
2024-01-05_12:26:53:410 EMG Worker, scans read: 6900
2024-01-05_12:26:53:412 EMG Worker, scans read: 6900
2024-01-05_12:26:53:413 EMG Worker, scans read: 6900
2024-01-05_12:26:53:415 EMG Worker, scans read: 6900
2024-01-05_12:26:53:417 EMG Worker, scans read: 6900
2024-01-05_12:26:53:418 EMG Worker, scans read: 6900
2024-01-05_12:26:53:420 EMG Worker, scans read: 6900
2024-01-05_12:26:53:422 EMG Worker, scans read: 6900
2024-01-05_12:26:53:424 EMG Worker, scans read: 6900
2024-01-05_12:26:53:426 EMG Worker, scans read: 6900
2024-01-05_12:26:53:428 EMG Worker, scans read: 6900
2024-01-05_12:26:53:430 EMG Worker, scans read: 6900
2024-01-05_12:26:53:432 EMG Worker, scans read: 6900
2024-01-05_12:26:53:435 EMG Worker, scans read: 6900
2024-01-05_12:26:53:437 EMG Worker, scans read: 6900
2024-01-05_12:26:53:439 EMG Worker, scans read: 6900
2024-01-05_12:26:53:441 EMG Worker, scans read: 6900
2024-01-05_12:26:53:443 EMG Worker, scans read: 6900
2024-01-05_12:26:53:445 EMG Worker, scans read: 6900
2024-01-05_12:26:53:448 EMG Worker, scans read: 6900
2024-01-05_12:26:53:450 EMG Worker, scans read: 6900
2024-01-05_12:26:53:452 EMG Worker, scans read: 6900
2024-01-05_12:26:53:454 EMG Worker, scans read: 6900
2024-01-05_12:26:53:456 EMG Worker, scans read: 6900
2024-01-05_12:26:53:458 EMG Worker, scans read: 6900
2024-01-05_12:26:53:459 EMG Worker, scans read: 6900
2024-01-05_12:26:53:461 EMG Worker, scans read: 6900
2024-01-05_12:26:53:462 EMG Worker, scans read: 6900
2024-01-05_12:26:53:464 EMG Worker, scans read: 6900
2024-01-05_12:26:53:465 EMG Worker, scans read: 6900
2024-01-05_12:26:53:467 EMG Worker, scans read: 6900
2024-01-05_12:26:53:468 EMG Worker, scans read: 6900
2024-01-05_12:26:53:470 EMG Worker, scans read: 6900
2024-01-05_12:26:53:471 EMG Worker, scans read: 6900
2024-01-05_12:26:53:473 EMG Worker, scans read: 6900
2024-01-05_12:26:53:475 EMG Worker, scans read: 6900
2024-01-05_12:26:53:476 EMG Worker, scans read: 6900
2024-01-05_12:26:53:478 EMG Worker, scans read: 6900
2024-01-05_12:26:53:479 EMG Worker, scans read: 6900
2024-01-05_12:26:53:481 EMG Worker, scans read: 6900
2024-01-05_12:26:53:483 EMG Worker, scans read: 6900
2024-01-05_12:26:53:485 EMG Worker, scans read: 6900
2024-01-05_12:26:53:486 EMG Worker, scans read: 6900
2024-01-05_12:26:53:488 EMG Worker, scans read: 6900
2024-01-05_12:26:53:489 EMG Worker, scans read: 6900
2024-01-05_12:26:53:490 EMG Worker, scans read: 6900
2024-01-05_12:26:53:492 EMG Worker, scans read: 6900
2024-01-05_12:26:53:493 EMG Worker, scans read: 6900
2024-01-05_12:26:53:495 EMG Worker, scans read: 6900
2024-01-05_12:26:53:496 EMG Worker, scans read: 6900
2024-01-05_12:26:53:498 EMG Worker, scans read: 6900
2024-01-05_12:26:53:501 EMG Worker, scans read: 6900
2024-01-05_12:26:53:503 EMG Worker, scans read: 6900
2024-01-05_12:26:53:506 EMG Worker, scans read: 6900
2024-01-05_12:26:53:508 EMG Worker, scans read: 6900
2024-01-05_12:26:53:510 EMG Worker, scans read: 6900
2024-01-05_12:26:53:512 EMG Worker, scans read: 6900
2024-01-05_12:26:53:514 EMG Worker, scans read: 6900
2024-01-05_12:26:53:517 EMG Worker, scans read: 6900
2024-01-05_12:26:53:519 EMG Worker, scans read: 6900
2024-01-05_12:26:53:522 EMG Worker, scans read: 6900
2024-01-05_12:26:53:524 EMG Worker, scans read: 6900
2024-01-05_12:26:53:526 EMG Worker, scans read: 6900
2024-01-05_12:26:53:528 EMG Worker, scans read: 6900
2024-01-05_12:26:53:530 EMG Worker, scans read: 6900
2024-01-05_12:26:53:532 EMG Worker, scans read: 6900
2024-01-05_12:26:53:534 EMG Worker, scans read: 6900
2024-01-05_12:26:53:536 EMG Worker, scans read: 6900
2024-01-05_12:26:53:539 EMG Worker, scans read: 6900
2024-01-05_12:26:53:541 EMG Worker, scans read: 6900
2024-01-05_12:26:53:543 EMG Worker, scans read: 6900
2024-01-05_12:26:53:545 EMG Worker, scans read: 6900
2024-01-05_12:26:53:547 EMG Worker, scans read: 6900
2024-01-05_12:26:53:549 EMG Worker, scans read: 6900
2024-01-05_12:26:53:552 EMG Worker, scans read: 6900
2024-01-05_12:26:53:554 EMG Worker, scans read: 6900
2024-01-05_12:26:53:556 EMG Worker, scans read: 6900
2024-01-05_12:26:53:558 EMG Worker, scans read: 6900
2024-01-05_12:26:53:561 EMG Worker, scans read: 6900
2024-01-05_12:26:53:563 EMG Worker, scans read: 6900
2024-01-05_12:26:53:566 EMG Worker, scans read: 6900
2024-01-05_12:26:53:568 EMG Worker, scans read: 6900
2024-01-05_12:26:53:570 EMG Worker, scans read: 6900
2024-01-05_12:26:53:573 EMG Worker, scans read: 6900
2024-01-05_12:26:53:575 EMG Worker, scans read: 6900
2024-01-05_12:26:53:577 EMG Worker, scans read: 6900
2024-01-05_12:26:53:580 EMG Worker, scans read: 6900
2024-01-05_12:26:53:582 EMG Worker, scans read: 6900
2024-01-05_12:26:53:584 EMG Worker, scans read: 6900
2024-01-05_12:26:53:586 EMG Worker, scans read: 6900
2024-01-05_12:26:53:588 EMG Worker, scans read: 6900
2024-01-05_12:26:53:590 EMG Worker, scans read: 6900
2024-01-05_12:26:53:592 EMG Worker, scans read: 6900
2024-01-05_12:26:53:594 EMG Worker, scans read: 6900
2024-01-05_12:26:53:596 EMG Worker, scans read: 6900
2024-01-05_12:26:53:597 EMG Worker, scans read: 6900
2024-01-05_12:26:53:599 EMG Worker, scans read: 6900
2024-01-05_12:26:53:600 EMG Worker, scans read: 6900
2024-01-05_12:26:53:602 EMG Worker, scans read: 6900
2024-01-05_12:26:53:603 EMG Worker, scans read: 6900
2024-01-05_12:26:53:605 EMG Worker, scans read: 6900
2024-01-05_12:26:53:607 EMG Worker, scans read: 6900
2024-01-05_12:26:53:608 EMG Worker, scans read: 6900
2024-01-05_12:26:53:610 EMG Worker, scans read: 6900
2024-01-05_12:26:53:611 EMG Worker, scans read: 6900
2024-01-05_12:26:53:613 EMG Worker, scans read: 6900
2024-01-05_12:26:53:614 EMG Worker, scans read: 6900
2024-01-05_12:26:53:616 EMG Worker, scans read: 6900
2024-01-05_12:26:53:617 EMG Worker, scans read: 6900
2024-01-05_12:26:53:618 EMG Worker, scans read: 6900
2024-01-05_12:26:53:620 EMG Worker, scans read: 6900
2024-01-05_12:26:53:621 EMG Worker, scans read: 6900
2024-01-05_12:26:53:623 EMG Worker, scans read: 6900
2024-01-05_12:26:53:624 EMG Worker, scans read: 6900
2024-01-05_12:26:53:626 EMG Worker, scans read: 6900
2024-01-05_12:26:53:627 EMG Worker, scans read: 6900
2024-01-05_12:26:53:629 EMG Worker, scans read: 6900
2024-01-05_12:26:53:630 EMG Worker, scans read: 6900
2024-01-05_12:26:53:631 EMG Worker, scans read: 6900
2024-01-05_12:26:53:633 EMG Worker, scans read: 6900
2024-01-05_12:26:53:634 EMG Worker, scans read: 6900
2024-01-05_12:26:53:636 EMG Worker, scans read: 6900
2024-01-05_12:26:53:638 EMG Worker, scans read: 6900
2024-01-05_12:26:53:641 EMG Worker, scans read: 6900
2024-01-05_12:26:53:643 EMG Worker, scans read: 6900
2024-01-05_12:26:53:645 EMG Worker, scans read: 6900
2024-01-05_12:26:53:647 EMG Worker, scans read: 6900
2024-01-05_12:26:53:649 EMG Worker, scans read: 6900
2024-01-05_12:26:53:652 EMG Worker, scans read: 6900
2024-01-05_12:26:53:654 EMG Worker, scans read: 6900
2024-01-05_12:26:53:656 EMG Worker, scans read: 6900
2024-01-05_12:26:53:657 EMG Worker, scans read: 6900
2024-01-05_12:26:53:659 EMG Worker, scans read: 6900
2024-01-05_12:26:53:660 EMG Worker, scans available for reading: 350
2024-01-05_12:26:53:662 EMG Worker, scans read: 6900
2024-01-05_12:26:53:663 EMG Response Time: 4.7141 ms
2024-01-05_12:26:53:663 EMG Worker, scans read: 6900
2024-01-05_12:26:53:665 EMG Worker, scans read: 6900
2024-01-05_12:26:53:667 EMG Worker, scans read: 6900
2024-01-05_12:26:53:669 EMG Worker, scans read: 6900
2024-01-05_12:26:53:670 EMG Worker, scans read: 6900
2024-01-05_12:26:53:672 EMG Worker, scans read: 6900
2024-01-05_12:26:53:673 EMG Worker, scans read: 6900
2024-01-05_12:26:53:675 EMG Worker, scans read: 6900
2024-01-05_12:26:53:676 EMG Worker, scans read: 6900
2024-01-05_12:26:53:678 EMG Worker, scans read: 6900
2024-01-05_12:26:53:679 EMG Worker, scans read: 6900
2024-01-05_12:26:53:681 EMG Worker, scans read: 6900
2024-01-05_12:26:53:682 EMG Worker, scans read: 6900
2024-01-05_12:26:53:684 EMG Worker, scans read: 6900
2024-01-05_12:26:53:686 EMG Worker, scans read: 6900
2024-01-05_12:26:53:689 EMG Worker, scans read: 6900
2024-01-05_12:26:53:691 EMG Worker, scans read: 6900
2024-01-05_12:26:53:693 EMG Worker, scans read: 6900
2024-01-05_12:26:53:695 EMG Worker, scans read: 6900
2024-01-05_12:26:53:697 EMG Worker, scans read: 6900
2024-01-05_12:26:53:699 EMG Worker, scans read: 6900
2024-01-05_12:26:53:702 EMG Worker, scans read: 6900
2024-01-05_12:26:53:704 EMG Worker, scans read: 6900
2024-01-05_12:26:53:705 EMG Worker, scans read: 6900
2024-01-05_12:26:53:707 EMG Worker, scans read: 6900
2024-01-05_12:26:53:708 EMG Worker, scans read: 6900
2024-01-05_12:26:53:710 EMG Worker, scans read: 6900
2024-01-05_12:26:53:711 EMG Worker, scans read: 6900
2024-01-05_12:26:53:713 EMG Worker, scans read: 6900
2024-01-05_12:26:53:715 EMG Worker, scans read: 6900
2024-01-05_12:26:53:716 EMG Worker, scans read: 6900
2024-01-05_12:26:53:718 EMG Worker, scans read: 6900
2024-01-05_12:26:53:720 EMG Worker, scans read: 6900
2024-01-05_12:26:53:721 EMG Worker, scans read: 6900
2024-01-05_12:26:53:723 EMG Worker, scans read: 6900
2024-01-05_12:26:53:725 EMG Worker, scans read: 6900
2024-01-05_12:26:53:726 EMG Worker, scans read: 6900
2024-01-05_12:26:53:728 EMG Worker, scans read: 6900
2024-01-05_12:26:53:729 EMG Worker, scans read: 6900
2024-01-05_12:26:53:731 EMG Worker, scans read: 6900
2024-01-05_12:26:53:732 EMG Worker, scans read: 6900
2024-01-05_12:26:53:735 EMG Worker, scans read: 6900
2024-01-05_12:26:53:738 EMG Worker, scans read: 6900
2024-01-05_12:26:53:741 EMG Worker, scans read: 6900
2024-01-05_12:26:53:743 EMG Worker, scans read: 6900
2024-01-05_12:26:53:746 EMG Worker, scans read: 6900
2024-01-05_12:26:53:749 EMG Worker, scans read: 6900
2024-01-05_12:26:53:751 EMG Worker, scans read: 6900
2024-01-05_12:26:53:753 EMG Worker, scans read: 6900
2024-01-05_12:26:53:756 EMG Worker, scans read: 6900
2024-01-05_12:26:53:757 EMG Worker, scans read: 6900
2024-01-05_12:26:53:759 EMG Worker, scans read: 6900
2024-01-05_12:26:53:761 EMG Worker, scans read: 6900
2024-01-05_12:26:53:763 EMG Worker, scans read: 6900
2024-01-05_12:26:53:765 EMG Worker, scans read: 6900
2024-01-05_12:26:53:767 EMG Worker, scans read: 6900
2024-01-05_12:26:53:769 EMG Worker, scans read: 6900
2024-01-05_12:26:53:770 EMG Worker, scans read: 6900
2024-01-05_12:26:53:772 EMG Worker, scans read: 6900
2024-01-05_12:26:53:774 EMG Worker, scans read: 6900
2024-01-05_12:26:53:775 EMG Worker, scans read: 6900
2024-01-05_12:26:53:777 EMG Worker, scans read: 6900
2024-01-05_12:26:53:779 EMG Worker, scans read: 6900
2024-01-05_12:26:53:780 EMG Worker, scans read: 6900
2024-01-05_12:26:53:782 EMG Worker, scans read: 6900
2024-01-05_12:26:53:784 EMG Worker, scans read: 6900
2024-01-05_12:26:53:785 EMG Worker, scans read: 6900
2024-01-05_12:26:53:787 EMG Worker, scans read: 6900
2024-01-05_12:26:53:788 EMG Worker, scans read: 6900
2024-01-05_12:26:53:790 EMG Worker, scans read: 6900
2024-01-05_12:26:53:792 EMG Worker, scans read: 6900
2024-01-05_12:26:53:793 EMG Worker, scans read: 6900
2024-01-05_12:26:53:795 EMG Worker, scans read: 6900
